,countrycode,year,rgdpe,pop_x,country,democracy_score,epp,fg,pp,pc,cl,category,Deathperevent,Affectedperevent
3468,TJK,2009,2272.1316939,7.41496,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.83211237822,2022.93741301
3469,TJK,2010,2459.20353358,7.581696,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,6.33103727715,598.67871252
3470,TJK,2010,2459.20353358,7.581696,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,6.33103727715,598.67871252
3472,TJK,2014,2747.44866478,8.29584,Tajikistan,1.89,0.58,0.07,1.67,6.25,0.88,Authoritarian,2.41084688229,1593.93141623
3473,TTO,1974,15774.5287012,0.997052,Trinidad and Tobago,7.1,9.58,7.14,5.56,5.0,8.24,Flawed democracy,2.0059134328,50147.83582
3474,TTO,1993,9387.87319392,1.24441,Trinidad and Tobago,7.1,9.58,7.14,5.56,5.0,8.24,Flawed democracy,4.01796835448,8.03593670896
3475,TTO,2004,19610.4791932,1.290535,Trinidad and Tobago,7.1,9.58,7.14,5.56,5.0,8.24,Flawed democracy,1.16230865494,681.88774423
3476,TTO,2004,19610.4791932,1.290535,Trinidad and Tobago,7.1,9.58,7.14,5.56,5.0,8.24,Flawed democracy,1.16230865494,681.88774423
3477,TUN,1964,1796.88478313,4.43488482154,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,11.048764956,4735.18498113
3478,TUN,1969,1973.69259363,4.95883346892,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,108.89657888,54704.1964003
3479,TUN,1973,3056.33493489,5.405354,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,20.5351952897,8184.47783438
3480,TUN,1982,4415.79257233,6.733958,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,17.3746257402,4455.03224107
3481,TUN,1986,4683.86722261,7.50975,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,3.06268517594,332.900562602
3482,TUN,1990,5320.18509703,8.232797,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,4.49421988663,18462.7411559
3483,TUN,2003,8266.29253694,9.939478,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,1.20730686259,2716.44044084
3484,TUN,2007,9461.7853855,10.298717,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,1.55359157845,631.146578744
3485,TUN,2009,10153.7566143,10.522214,Tunisia,6.4,6.0,6.07,7.78,6.25,5.58,Flawed democracy,1.61562956237,0.760296264645
3486,TUR,1962,4733.65474939,28.9670107738,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,3.34863685996,9.21738187227
3489,TUR,1965,5171.18973317,31.0693976223,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,14.8377514622,3218.60118486
3490,TUR,1966,5755.8776169,31.7763824952,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,75.7795510664,3445.95549907
3491,TUR,1967,5863.90765094,32.4897068586,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,5.63255312818,10036.1939681
3492,TUR,1968,6129.87174889,33.2223687081,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,2.94981976936,59.447898413
3493,TUR,1969,6295.92620087,33.988200671,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.20630098654,10.2976913485
3494,TUR,1970,6560.42576647,34.772031,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,31.2319979238,2399.85981837
3495,TUR,1971,6563.212979,35.608079,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,26.258085981,2490.02480589
3496,TUR,1975,8103.74171664,39.185637,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,60.864137541,1362.02966408
3497,TUR,1976,8823.87272031,40.100696,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,95.9085597916,5387.28804109
3498,TUR,1980,7486.72612428,43.90579,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.70820295,1366.56236
3499,TUR,1983,8148.56613623,47.072603,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,28.5941272464,17720.2225252
3505,TUR,1990,10125.4873056,53.994605,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.27790545,83.3416597825
3508,TUR,1992,9969.81735759,55.811134,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,8.188330307,3134.8494012
3509,TUR,1992,9969.81735759,55.811134,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,8.188330307,3134.8494012
3510,TUR,1995,10367.2837987,58.52232,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.31573731185,2728.8961431
3511,TUR,1995,10367.2837987,58.52232,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.31573731185,2728.8961431
3512,TUR,1995,10367.2837987,58.52232,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.31573731185,2728.8961431
3513,TUR,1998,11397.818667,61.344874,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.94800302304,23085.490403
3514,TUR,1998,11397.818667,61.344874,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,1.94800302304,23085.490403
3515,TUR,1999,10776.2216241,62.295617,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,288.655941878,25439.8636103
3523,TUR,2003,10370.5787566,66.060121,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,2.69451519775,4404.0488512
3539,TUR,2011,17525.1688718,73.517002,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,4.45475184094,293.585149188
3540,TUR,2011,17525.1688718,73.517002,Turkey,5.04,5.83,6.07,5.0,5.63,2.65,Hybrid regime,4.45475184094,293.585149188
3541,TWN,1964,3181.47005694,12.137143,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,8.81591326723,5148.24617293
3542,TWN,1965,3318.9742232,12.511863,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,4.39582818322,13.2674086984
3543,TWN,1966,3564.45961435,12.874153,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,2.79630046342,390.006239634
3544,TWN,1967,3835.54457638,13.210344,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,5.22317965376,12.6416087272
3545,TWN,1969,4404.63075994,14.068984,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,19.1200729207,2872.13348171
3546,TWN,1977,8060.46986727,16.730895,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,3.16779227889,1121.51800606
3547,TWN,1977,8060.46986727,16.730895,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,3.16779227889,1121.51800606
3548,TWN,1984,12383.2914018,18.929866,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.63762384794,0.792398636102
3551,TWN,1987,16162.5283695,19.617046,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,3.10954054958,112.147364083
3553,TWN,1991,20698.176471,20.503568,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.60947597023,0.195087996392
3554,TWN,1994,24565.3246996,21.086645,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,2.13405214533,27.8849480323
3555,TWN,1997,29248.9598839,21.634124,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,2.0338239718,3.60541522273
3556,TWN,1998,30593.9199668,21.835703,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.06858631175,9927.1668362
3557,TWN,1998,30593.9199668,21.835703,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.06858631175,9927.1668362
3558,TWN,1998,30593.9199668,21.835703,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.06858631175,9927.1668362
3559,TWN,1999,31672.4846504,22.010489,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,102.905482927,4948.45889158
3560,TWN,2000,32978.4144627,22.18453,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,4.64287501245,94.7507114192
3561,TWN,2001,32204.6354435,22.34112,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,8.72830010313,29199.0285178
3563,TWN,2003,34132.1661588,22.562663,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.63987734958,13.6951919195
3564,TWN,2004,35150.8567245,22.646836,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,3.48834601001,391.798660087
3571,TWN,2008,36785.9322734,22.997696,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,2.34806130145,3.82647026902
3572,TWN,2009,36783.8726442,23.078402,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,27.2982505461,99986.2555475
3573,TWN,2010,39961.986432,23.140948,Taiwan,7.79,9.58,8.21,6.11,5.63,9.41,Flawed democracy,1.4692570071,4.32134413854
3578,TZA,1968,1664.29128323,12.7987133767,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,3.12531414859,4453.57266174
3579,TZA,1974,1926.62020955,15.477155,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,1.61528394592,4393.5723329
3580,TZA,1977,1992.43823846,17.018013,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,29.3806333325,355.505663323
3584,TZA,1990,1117.7810687,24.777921,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,7.62775860009,6573.10998772
3585,TZA,1991,1088.56668719,25.606482,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,22.4161991483,67.6781761743
3593,TZA,1998,1036.52231646,31.459953,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,40.0827045101,719.597387828
3594,TZA,1998,1036.52231646,31.459953,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,40.0827045101,719.597387828
3595,TZA,1999,1081.76052631,32.246281,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,1.73663437343,16.4049925633
3608,TZA,2006,1528.09618545,39.116847,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,1.78951028441,36.0458500144
3609,TZA,2007,1639.74252068,40.374884,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,2.94737688906,7.03407593691
3610,TZA,2008,1714.43797375,41.659033,Tanzania,5.76,7.0,5.0,5.56,6.25,5.0,Hybrid regime,1.75232103923,227.009589973
3621,UGA,1997,1028.21092681,21.679497,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,4.61265314412,7080.42257622
3622,UGA,1998,1085.4533049,22.336812,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.34307438322,26.8614876644
3623,UGA,1999,1100.71832914,23.026357,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,5.4719902067,15247.8527107
3624,UGA,1999,1100.71832914,23.026357,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,5.4719902067,15247.8527107
3625,UGA,2000,1115.93101319,23.757636,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,10.9017580705,30.4323207915
3629,UGA,2002,1183.50130287,25.355794,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.89305844652,12933.1386743
3630,UGA,2002,1183.50130287,25.355794,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.89305844652,12933.1386743
3631,UGA,2003,1189.37573531,26.21776,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.14426251518,46.5714843678
3632,UGA,2003,1189.37573531,26.21776,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.14426251518,46.5714843678
3635,UGA,2006,1355.55455343,29.000925,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,3.55161085379,196.235120087
3636,UGA,2006,1355.55455343,29.000925,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,3.55161085379,196.235120087
3637,UGA,2007,1408.27712153,29.991958,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,2.750737381,12119.6155316
3638,UGA,2007,1408.27712153,29.991958,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,2.750737381,12119.6155316
3639,UGA,2008,1475.97439089,31.014427,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.24135777198,490.545899816
3640,UGA,2008,1475.97439089,31.014427,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,1.24135777198,490.545899816
3642,UGA,2010,1688.75896068,33.149417,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,6.57628458443,195.855631488
3643,UGA,2010,1688.75896068,33.149417,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,6.57628458443,195.855631488
3646,UGA,2012,1773.69002471,35.40062,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,2.45758407621,132.935524858
3647,UGA,2012,1773.69002471,35.40062,Uganda,5.26,5.25,3.57,4.44,6.88,6.18,Hybrid regime,2.45758407621,132.935524858
3651,UKR,1994,6298.4661679,51.052752,Ukraine,5.7,5.83,3.93,6.67,5.0,7.06,Hybrid regime,1.39071836911,26.1102476905
3652,UKR,1995,5482.0449427,50.811673,Ukraine,5.7,5.83,3.93,6.67,5.0,7.06,Hybrid regime,4.01482549099,105.015239313
3656,UKR,2006,7924.84457575,46.502718,Ukraine,5.7,5.83,3.93,6.67,5.0,7.06,Hybrid regime,8.63390393654,694.583056414
3657,UKR,2006,7924.84457575,46.502718,Ukraine,5.7,5.83,3.93,6.67,5.0,7.06,Hybrid regime,8.63390393654,694.583056414
3660,UKR,2012,10462.7213945,45.319949,Ukraine,5.7,5.83,3.93,6.67,5.0,7.06,Hybrid regime,4.30274094086,1942.32345672
3662,URY,1967,6840.25591544,2.73508761222,Uruguay,8.17,10.0,8.93,4.44,7.5,10.0,Full democracy,2.92495200675,13916.5560291
3666,URY,2000,11108.8971949,3.321242,Uruguay,8.17,10.0,8.93,4.44,7.5,10.0,Full democracy,2.10764527246,120.436872712
3668,URY,2005,10253.5785374,3.325608,Uruguay,8.17,10.0,8.93,4.44,7.5,10.0,Full democracy,2.10487826587,3.60836274149
3671,USA,1965,21020.461155,198.50437482,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,2.87147323839,5.03767234806
3674,USA,1972,25277.3321429,213.219515,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,1.11153052759,14.0700066783
3682,USA,1982,28394.6526998,233.953874,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,2.14999645614,220.128861811
3685,USA,1984,31698.1444578,238.404223,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,2.40138363656,42.274838395
3686,USA,1984,31698.1444578,238.404223,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,2.40138363656,42.274838395
3741,USA,2005,50512.4111469,296.139635,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,1.6655994055,717.570277278
3742,USA,2005,50512.4111469,296.139635,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,1.6655994055,717.570277278
3743,USA,2005,50512.4111469,296.139635,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,1.6655994055,717.570277278
3744,USA,2005,50512.4111469,296.139635,United States,7.98,9.17,7.14,7.22,8.13,8.24,Flawed democracy,1.6655994055,717.570277278
3775,UZB,1998,3939.56235583,23.845788,Uzbekistan,1.95,0.08,1.86,2.22,5.0,0.59,Authoritarian,1.67744509009,6.20654683334
3776,VEN,1967,7333.36299361,10.4584275154,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,22.9480005142,7796.20070802
3777,VEN,1981,10264.7728607,15.7618,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,1.26889060894,253.778121788
3778,VEN,1985,8758.10426787,17.508059,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,2.17042905784,856.748312306
3780,VEN,1987,8073.31317287,18.437737,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,3.68808818566,461.797453776
3781,VEN,1987,8073.31317287,18.437737,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,3.68808818566,461.797453776
3782,VEN,1988,7887.75019192,18.912431,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,3.48976818475,289.756509885
3783,VEN,1990,8580.85596567,19.861959,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,3.72571507171,478.603344212
3785,VEN,1993,7717.95637851,21.263994,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,4.70278537513,277.464337133
3787,VEN,1997,7128.02562385,23.108003,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,1.79591460153,479.985224167
3788,VEN,1997,7128.02562385,23.108003,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,1.79591460153,479.985224167
3789,VEN,1999,6299.92342348,24.023355,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,1248.99290711,22623.9424094
3795,VEN,2005,10127.4628896,26.769115,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,3.62357888933,1710.81487005
3797,VEN,2010,15118.5135095,28.995745,Venezuela,4.68,5.67,2.5,5.56,4.38,5.29,Hybrid regime,1.41400057146,3269.44522377
3805,VNM,1982,1006.25004479,56.931822,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.2295408357,22839.423618
3806,VNM,1983,1052.23703145,58.277391,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,12.5949358303,20280.0430788
3807,VNM,1984,1115.1820041,59.653092,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.575777497,5781.75394496
3808,VNM,1984,1115.1820041,59.653092,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.575777497,5781.75394496
3809,VNM,1985,1150.2976249,61.04937,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,7.29737260188,26619.9061514
3810,VNM,1985,1150.2976249,61.04937,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,7.29737260188,26619.9061514
3811,VNM,1986,1159.85527843,62.459557,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,6.96450664868,40065.9582008
3812,VNM,1987,1166.76611022,63.881296,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.92544622138,14668.0023524
3813,VNM,1988,1197.10929963,65.313709,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.40378325475,20210.1522056
3814,VNM,1989,1218.4238943,66.757401,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,14.3654484092,96129.5512388
3815,VNM,1990,1270.83849695,68.209604,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.34878366982,3755.39491477
3816,VNM,1990,1270.83849695,68.209604,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.34878366982,3755.39491477
3817,VNM,1991,1363.09968248,69.67062,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,3.53090011256,5549.10376856
3818,VNM,1991,1363.09968248,69.67062,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,3.53090011256,5549.10376856
3819,VNM,1992,1443.79289735,71.129537,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.34496400091,1064.04928987
3820,VNM,1992,1443.79289735,71.129537,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.34496400091,1064.04928987
3821,VNM,1992,1443.79289735,71.129537,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.34496400091,1064.04928987
3822,VNM,1993,1492.10735766,72.558986,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.86055521779,370.436543862
3823,VNM,1993,1492.10735766,72.558986,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.86055521779,370.436543862
3824,VNM,1994,1546.18900035,73.923849,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.62780124359,1776.75633024
3825,VNM,1994,1546.18900035,73.923849,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.62780124359,1776.75633024
3826,VNM,1994,1546.18900035,73.923849,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.62780124359,1776.75633024
3827,VNM,1995,1643.58820632,75.198975,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.78858820882,2812.87743616
3828,VNM,1995,1643.58820632,75.198975,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.78858820882,2812.87743616
3829,VNM,1996,1741.01730057,76.375677,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,4.60879711744,4590.45358118
3830,VNM,1996,1741.01730057,76.375677,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,4.60879711744,4590.45358118
3831,VNM,1996,1741.01730057,76.375677,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,4.60879711744,4590.45358118
3832,VNM,1997,1857.90488425,77.460429,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,47.6630461213,13957.7977292
3833,VNM,1998,1940.64278516,78.462888,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.74864553375,10900.0236307
3834,VNM,1998,1940.64278516,78.462888,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.74864553375,10900.0236307
3835,VNM,1998,1940.64278516,78.462888,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.74864553375,10900.0236307
3836,VNM,1999,2019.51230727,79.399708,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,9.93706425218,72837.5600575
3837,VNM,2000,2099.99519932,80.285563,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.45789312499,20923.5625588
3838,VNM,2000,2099.99519932,80.285563,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.45789312499,20923.5625588
3839,VNM,2000,2099.99519932,80.285563,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.45789312499,20923.5625588
3840,VNM,2001,2211.62098036,81.123685,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.41606381663,11150.196148
3841,VNM,2001,2211.62098036,81.123685,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.41606381663,11150.196148
3842,VNM,2002,2336.52661108,81.917488,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.79448862006,17478.758626
3848,VNM,2005,2938.59377539,84.203817,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.28260218892,1821.5167926
3849,VNM,2005,2938.59377539,84.203817,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.28260218892,1821.5167926
3850,VNM,2005,2938.59377539,84.203817,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.28260218892,1821.5167926
3851,VNM,2006,3165.98344343,84.979667,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,3.40669727501,19707.1259411
3852,VNM,2006,3165.98344343,84.979667,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,3.40669727501,19707.1259411
3853,VNM,2007,3358.2553443,85.770717,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.90041549962,9604.68827607
3854,VNM,2007,3358.2553443,85.770717,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.90041549962,9604.68827607
3855,VNM,2008,3594.085156,86.589342,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.37327129706,4556.87144499
3856,VNM,2008,3594.085156,86.589342,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,2.37327129706,4556.87144499
3857,VNM,2009,3767.94098129,87.449021,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.35698107663,14170.0118823
3858,VNM,2009,3767.94098129,87.449021,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.35698107663,14170.0118823
3859,VNM,2009,3767.94098129,87.449021,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.35698107663,14170.0118823
3860,VNM,2010,4237.81466883,88.357775,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.2505973583,8626.47910724
3861,VNM,2010,4237.81466883,88.357775,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.2505973583,8626.47910724
3866,VNM,2013,5096.4425789,91.378752,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.20378094023,22567.8558184
3867,VNM,2013,5096.4425789,91.378752,Vietnam,3.38,0.0,3.21,3.89,6.88,2.94,Authoritarian,1.20378094023,22567.8558184
3873,YEM,2000,1107.39836831,17.795219,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,1.79823580704,16.2403171324
3874,YEM,2002,1418.26231649,18.832097,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,2.81434404251,37.1705816936
3875,YEM,2005,3172.80837123,20.504385,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,2.12149742604,17.8498404122
3876,YEM,2005,3172.80837123,20.504385,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,2.12149742604,17.8498404122
3877,YEM,2006,3335.55473701,21.093973,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,1.42220718686,109.98402245
3878,YEM,2007,3387.16406953,21.701105,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,2.280989839,60.6651135968
3879,YEM,2007,3387.16406953,21.701105,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,2.280989839,60.6651135968
3880,YEM,2008,3594.3087292,22.322699,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,4.03177053097,1122.80329543
3882,YEM,2013,3462.98687363,25.533217,Yemen,2.07,0.0,0.0,4.44,5.0,0.88,Authoritarian,1.56658677205,1922.67194533
3885,ZAF,1981,9339.5454686,29.828874,South Africa,7.41,7.92,7.86,8.33,5.0,7.94,Flawed democracy,3.48655467183,6.20204436815
3887,ZAF,1984,9136.70046768,32.204952,South Africa,7.41,7.92,7.86,8.33,5.0,7.94,Flawed democracy,1.98727201953,15525.5626526
3888,ZAF,1987,8485.96419583,34.463077,South Africa,7.41,7.92,7.86,8.33,5.0,7.94,Flawed democracy,7.47176463669,947.535822179
